0,6068076
1,3820361
2,9101357
3,4487139
4,2039556
5,2235233
6,6411452
7,7265549
8,7165965
9,7234875
10,7552486
11,9880372
12,955011
13,6207218
14,4662513
15,4612603
16,6040436
17,3165798
18,5834354
19,5958534
20,1819354
21,1158964
22,1107072
23,306561
24,6925094
25,6475489
26,9939135
27,7483296
28,3477002
29,8002711
30,266940
31,5193347
32,8571619
33,9574806
34,9066063
35,2599046
36,3245043
37,163066
38,592916
39,895394
40,2543805
41,6710660
42,6244980
43,9448975
44,4733676
45,1894804
46,2912976
47,356310
48,4383490
49,9936902
50,1600286
51,4940950
52,5406784
53,9572405
54,6821498
55,2419637
56,4819969
57,8873372
58,1941960
59,5947324
60,3177777
61,9255069
62,2201606
63,7124516
64,3221743
65,1279714
66,2236533
67,6255239
68,2074102
69,7588464
70,1490597
71,7640267
72,963115
73,4883846
74,8502904
75,4017076
76,6746438
77,4120580
78,516303
79,9909402
80,5957388
81,8909707
82,1916730
83,1438846
84,1180367
85,263276
86,6148081
87,1426593
88,8522365
89,3285533
90,5029486
91,9376266
92,3143955
93,1724103
94,8388600
95,9233941
96,3791628
97,4236403
98,2757770
99,1817813
100,320042
101,3259243
102,9832115
103,733865
104,759877
105,7314034
106,5029866
107,3857548
108,2895258
109,116145
110,6497050
111,5163019
112,4778902
113,8127577
114,9986447
115,4410853
116,5424444
117,6045847
118,9901751
119,1987866
120,9563062
121,2771388
122,5547110
123,9730584
124,7551442
125,1097802
126,7723670
127,7106148
128,9510289
129,5149171
130,3303230
131,3529460
132,545236
133,6671135
134,4222261
135,3704648
136,1469046
137,4810671
138,8821768
139,933856
140,1791242
141,5931459
142,3294166
143,6287656
144,9594026
145,2403884
146,9609007
147,515912
148,4641959
149,9338015
150,3961134
151,2682558
152,8800359
153,485118
154,2745225
155,5701355
156,9715909
157,9407000
158,4503492
159,6831580
160,788566
161,5076904
162,5665559
163,6578458
164,5237689
165,8582869
166,4366971
167,7700871
168,5657702
169,8236339
170,3466743
171,4757613
172,7325919
173,7882687
174,979117
175,7833706
176,4586927
177,8134488
178,1911838
179,7222275
180,9883125
181,3298688
182,6418485
183,6195185
184,3855399
185,1577500
186,4262351
187,6455959
188,8117584
189,5813328
190,7687199
191,6614969
192,6383787
193,4151440
194,6933923
195,2763944
196,8416709
197,958567
198,8973362
199,279251
200,3343130
201,9119631
202,1420124
203,7142027
204,4172038
205,4052811
206,849502
207,5565708
208,9832839
209,5307985
210,6080232
211,8516600
212,2751962
213,2621747
214,2469306
215,6088506
216,1397422
217,2993516
218,9570080
219,7117459
220,688692
221,4856187
222,1006892
223,4251132
224,9188593
225,4092348
226,4074888
227,8157869
228,7401624
229,4924726
230,8476344
231,5194905
232,3439123
233,106878
234,4116296
235,362795
236,1362881
237,4159125
238,5099513
239,9747410
240,808985
241,5252598
242,744135
243,4157702
244,9292879
245,2207882
246,3335733
247,2167006
248,5829124
249,3455348
250,7665262
251,8576622
252,8582098
253,9830057
254,7818824
255,5862574
256,912777
257,9357685
258,9596464
259,8223240
260,7498926
261,5431108
262,4857359
263,2943452
264,9178259
265,8969981
266,675684
267,3199570
268,8287224
269,3821663
270,3290296
271,2199195
272,7362278
273,7629635
274,948332
275,4639099
276,2243899
277,9659815
278,2533906
279,1423071
280,7650929
281,6773864
282,2263027
283,6113789
284,4073523
285,7066824
286,8853959
287,160996
288,9068287
289,8008561
290,1628192
291,5621281
292,3418796
293,9050959
294,3605863
295,463493
296,7503293
297,8921243
298,1339431
299,4484684
300,6868076
301,7544330
302,1219552
303,8404683
304,4383618
305,7542330
306,1480846
307,6667093
308,9361308
309,3358043
310,7822811
311,8657571
312,9801723
313,5743645
314,7645110
315,3847799
316,6713574
317,918057
318,6399632
319,4810102
320,6996564
321,4289224
322,9491939
323,380668
324,8569547
325,7236827
326,8944881
327,1959313
328,4014014
329,4543454
330,1202671
331,4745477
332,7586830
333,4467581
334,2510749
335,9504451
336,4506544
337,7487898
338,4395891
339,3866636
340,6496254
341,974284
342,9630649
343,9787294
344,2701244
345,2657705
346,6266072
347,3746842
348,3208898
349,6590081
350,7627328
351,1183495
352,9839495
353,5480946
354,1252043
355,8100428
356,1187543
357,3594550
358,5275616
359,7163246
360,9838056
361,7516999
362,1743055
363,481433
364,6765965
365,1983277
366,6510030
367,5798105
368,9050887
369,8055184
370,7233639
371,1732964
372,775988
373,6924103
374,9573665
375,6595158
376,5379347
377,5717318
378,7223340
379,7525255
380,1045561
381,7217749
382,9480518
383,5917673
384,1117829
385,240470
386,6150377
387,4001798
388,236761
389,3102400
390,4700447
391,1101082
392,7003733
393,5051769
394,4761761
395,9870327
396,1244680
397,8983468
398,2162535
399,9346766
400,1519407
401,3523774
402,8829979
403,4077792
404,1763582
405,3448828
406,9379767
407,4788749
408,2153404
409,5813954
410,9719538
411,922851
412,9387174
413,2770376
414,9683318
415,2195435
416,4398380
417,2063186
418,1015787
419,219620
420,586399
421,207035
422,2147217
423,3670017
424,1632481
425,244860
426,2227853
427,6225750
428,4426501
429,9845999
430,8799843
431,5492562
432,8379505
433,7441085
434,2557266
435,1085614
436,844845
437,9471399
438,2535850
439,7629800
440,2902300
441,5666787
442,6266017
443,6344561
444,4805028
445,8015811
446,8449472
447,5731889
448,7361296
449,1329669
450,4741529
451,2168534
452,3677223
453,1305342
454,6372585
455,7989855
456,8579180
457,7073882
458,9053129
459,4639467
460,1734839
461,7740234
462,701480
463,6548963
464,3109199
465,1493273
466,3148039
467,5404394
468,440294
469,8370763
470,511818
471,7709269
472,927388
473,5794729
474,6948056
475,2019313
476,3977129
477,267093
478,7765983
479,9361402
480,3007108
481,5647430
482,4886895
483,7408896
484,4755023
485,3673549
486,3196718
487,6352933
488,4207956
489,8297219
490,6513650
491,2120754
492,3819995
493,7727194
494,9230695
495,1786660
496,8645835
497,9723154
498,1831344
499,635792
