0,2310808
1,683201
2,8827948
3,4513377
4,2207796
5,6107172
6,7430148
7,1870391
8,466862
9,1541420
10,306886
11,7687240
12,9519327
13,1027208
14,4808684
15,369978
16,6846140
17,9715197
18,706362
19,8612416
20,2644073
21,4726641
22,4848652
23,3385212
24,5791337
25,8069397
26,5710296
27,1878889
28,1870856
29,7322960
30,9074024
31,66084
32,3301391
33,2918656
34,8145482
35,2908933
36,1973287
37,1800151
38,1888607
39,5853120
40,5968045
41,7398758
42,1139758
43,8364214
44,1522105
45,8261319
46,3029879
47,3918458
48,7558321
49,5236753
50,1849542
51,9301916
52,8918986
53,1251575
54,3302038
55,1530865
56,2691249
57,8256310
58,1018563
59,4512166
60,1276013
61,4322121
62,8230208
63,5206749
64,8367993
65,3581326
66,2936329
67,9268641
68,3535694
69,542884
70,1685595
71,7806317
72,7730998
73,8800282
74,9536410
75,8542751
76,5345383
77,9980120
78,2767153
79,1763659
80,7747872
81,3225592
82,4550655
83,4912613
84,6972204
85,6126543
86,5100812
87,447258
88,1726459
89,7357634
90,6450123
91,2283319
92,3574254
93,2698566
94,1471704
95,7797923
96,746520
97,4142844
98,6774022
99,3798701
100,6710483
101,2082328
102,5071001
103,4371489
104,2162778
105,8759106
106,5639620
107,9003625
108,3275826
109,7688184
110,9064067
111,3610908
112,5195058
113,72619
114,4735884
115,3277567
116,4036955
117,2662165
118,4993511
119,7471840
120,2808564
121,7874804
122,3383143
123,3442848
124,2594366
125,1621549
126,498861
127,9371308
128,5724679
129,9052506
130,3226392
131,1709115
132,5682470
133,1424773
134,2732189
135,442860
136,2287977
137,949719
138,8388684
139,6180507
140,2917289
141,7238887
142,5681986
143,5838527
144,3672672
145,5833262
146,701760
147,1158761
148,6016586
149,322663
150,5208190
151,6250659
152,2850930
153,5566430
154,570914
155,9256810
156,7092458
157,9910337
158,2444001
159,3112088
160,370229
161,7534464
162,5327329
163,8833573
164,550234
165,1229832
166,4510816
167,9401292
168,7347962
169,2833745
170,3226754
171,5247887
172,9625198
173,7344998
174,7162125
175,5566738
176,4143730
177,1065885
178,3574299
179,8889037
180,4321488
181,6100400
182,1111996
183,4766521
184,9320033
185,8222773
186,9678599
187,7334100
188,6085408
189,7275713
190,1051508
191,2623870
192,239326
193,9963699
194,4728045
195,7422148
196,6797706
197,8615730
198,3905517
199,1935876
200,7323119
201,711427
202,5673333
203,660624
204,7327961
205,4031074
206,8456257
207,2798877
208,5423309
209,5622450
210,6760884
211,2114895
212,4061893
213,8879346
214,1621173
215,4707789
216,5971662
217,2311450
218,8163793
219,8356246
220,129490
221,8946704
222,4844594
223,9072624
224,9276255
225,3019260
226,2706791
227,2844001
228,1667483
229,8307556
230,8559715
231,5134195
232,1295953
233,4978707
234,4209897
235,7117835
236,7032375
237,1645180
238,2358113
239,258577
240,2219468
241,9207488
242,556396
243,5175323
244,6229750
245,5830138
246,2587202
247,9677019
248,1526481
249,8372015
250,5755613
251,4669738
252,1998692
253,3637829
